frame,id,class,confidence,x1,y1,x2,y2,parent,value
1,1,person,0.5497583746910095,86.75547790527344,181.6173095703125,109.44684600830078,251.0504608154297,0,
2,1,person,0.5547794103622437,86.72205352783203,181.25021362304688,109.69999694824219,251.5620880126953,0,
3,1,person,0.46784982085227966,82.8351821899414,179.8490447998047,105.60968780517578,249.60968017578125,0,
4,1,person,0.46576187014579773,75.56784057617188,177.94932556152344,98.67268371582031,248.7474365234375,0,
5,1,person,0.374203622341156,67.5113296508789,177.7710723876953,90.56952667236328,248.40574645996094,0,
6,1,person,0.5909364223480225,59.66581726074219,178.6479949951172,82.45552825927734,248.5017852783203,0,
72,10,car,0.3598664700984955,461.1388854980469,31.389263153076172,503.5738525390625,61.97616958618164,0,
73,10,car,0.4802853465080261,460.3283996582031,31.237974166870117,504.3374328613281,62.97699737548828,0,
74,10,car,0.4760303199291229,460.1617126464844,31.936365127563477,504.49249267578125,63.90068435668945,0,
75,10,car,0.3599151372909546,460.4801330566406,32.41914749145508,504.99615478515625,64.53511047363281,0,
76,10,car,0.43173661828041077,460.7093811035156,32.68486785888672,505.7923278808594,65.29197692871094,0,
77,10,car,0.338761568069458,461.7772521972656,33.61186599731445,506.1258544921875,65.6892318725586,0,
78,10,car,0.3952983021736145,461.8023681640625,33.67837142944336,506.5435791015625,66.07445526123047,0,
79,10,car,0.45855745673179626,461.37213134765625,33.77101516723633,507.5360412597656,67.36587524414062,0,
80,10,car,0.5239724516868591,461.4197998046875,34.32013702392578,507.1401062011719,67.7598648071289,0,
80,15,car,0.3974146246910095,396.37457275390625,61.14020919799805,446.3655090332031,107.42069244384766,0,
81,10,car,0.31750383973121643,461.84051513671875,35.415740966796875,507.0652160644531,68.53226470947266,0,
81,15,car,0.25853613018989563,399.2889404296875,62.702308654785156,442.0786437988281,102.13495635986328,0,
82,10,car,0.3133930563926697,461.79241943359375,36.26195526123047,506.9825439453125,69.36797332763672,0,
82,15,car,0.3605985939502716,395.1446228027344,62.39836120605469,445.0094909667969,108.3700942993164,0,
83,10,car,0.19692674279212952,462.55535888671875,37.475425720214844,506.43084716796875,69.53907775878906,0,
83,15,car,0.32119736075401306,395.016357421875,62.81538391113281,444.2439270019531,108.04228210449219,0,
